,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
143,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
144,3664,安瑞科技股份有限公司,安瑞-KY,通信網路業,KY 開曼群島,"190 Elgin Avenue, George Town, Grand Cayman KY1-9005",28984305,沈以峰,趙耀,趙耀,總經理,楊璦瑜,1-4082408797,97/12/19,99/06/24,新台幣 10.0000元,511112940,51111294,0,0,合併,每年,股東會,中國信託商業銀行代理部,02-6636-5566,台北市重慶南路一段83號5樓,勤業眾信,郭俐雯,陳俊宏,Array,"190 Elgin Avenue, George Town,Grand Cayman KY1-9005, Cayman Islands",1-4082408754,mzhao@arraynetworks.net,www.arraynetworks.net,楊璦瑜,會計主管,03-5797715,iyang@arraynetworks.net,www.arrayinc.com.tw
145,3666,光耀科技股份有限公司,光耀,光電業,－,(30078)新竹科學工業園區新竹市力行六路一號三樓,27397031,郭維斌,袁廣麟,蔡偉文,財務行政處副總經理,蕭興泉,03-5776686,93/07/13,103/12/04,新台幣 10.0000元,586531000,58653100,0,0,合併,每年,董事會,宏遠證券股份有限公司,02-23268818,台北市信義路四段236號3樓,勤業眾信聯合會計師事務所,黃毅民,呂宜真,OTI,"3F, No. 1, Li Hsin Rd. VI, Science-Based Industrial ParkHsinchu 30078, Taiwan",03-5776680,sales@optivtech.com,www.optivtech.com,蔡偉文,財務行政處副總經理,03-5776686,ir@optivtech.com,www.optivtech.com
146,3672,康聯訊科技股份有限公司,康聯訊,通信網路業,－,新北市汐止區新台五路一段79號18F-6,16744506,陳友信,陳友信,簡慧瑩,財務長,林沛瑩,02-26989661,87/10/06,104/04/20,新台幣 10.0000元,322683750,32268375,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-2703-5000,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,楊清鎮,方涵妮,CTS,"18F-6,No.79,Sec.1,Hsin Tai Wu Rd.,Hsichih,Taipei Hsien,Taiwan,R.O.C",02-26989662,finance@ctsystem.com,www.ctsystem.com/tw,簡慧瑩,財務長,02-26989661,Ella_Chien@ctsystem.com,www.ctsystem.com/tw/InvestorArea/Affiliate.aspx
147,3675,德微科技股份有限公司,德微,半導體業,－,新北市深坑區北深路三段155巷17號6樓,89672698,張恩傑,張恩傑,邱桂堂,董事長助理,吳佳臻,(02)2662-0011,84/08/16,101/06/29,新台幣 10.0000元,444282500,44428250,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)23892999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,郭慈容,黃秀椿,Eris Tech,"6F., No.17, Ln. 155, Sec. 3, Beishen Rd.Shenkeng Dist., New Taipei City",(02)2662-0033,Eris.public@eris.com.tw,www.eris.com.tw,邱桂堂,董事長助理,0226626190,Eris.public@eris.com.tw,http://www.eris.com.tw/tw/menu-tw-stakeholder
148,3680,家登精密工業股份有限公司,家登,半導體業,－,新北市土城區中央路4段2號9樓之5,16406379,邱銘乾,林添瑞,沈恩年,副總經理,王彩樺,02-2268-9141,87/03/20,100/08/31,新台幣 10.0000元,840972700,84097270,0,0,合併,每半會計年度,董事會,凱基證券股份有限公司,0223892999,台北市重慶南路一段2號5樓,勤業眾信會計師事務所,林宜慧,曾建銘,Gudeng,"9F-5., No. 2, Sec. 4, Jhongyang Rd., Tucheng Dist, New Taipei County 236Taiwan,R.O.C",02-2269-1943,stock@gudeng.com,http://www.gudeng.com,沈恩年,副總經理,02-2268-9141,stock@gudeng.com,http://www.gudeng.com/index.php/tw/investor-5/2013-09-05-10-01-29/2015-12-31
149,3684,榮昌科技股份有限公司,榮昌,通信網路業,－,23145新北市新店區寶橋路233-2號8F,89549184,陳家榮,洪健文,王幸琪,總管理處處長,許聿非,(02)2917-7353,84/06/12,103/03/28,新台幣 10.0000元,245915360,24591536,0,0,合併,每年,股東會,台新綜合證券(股)公司股務代理部,(02)2504-8125,（10489）台北市建國北路一段96號B1,資誠聯合會計師事務所,李燕娜,吳偉豪,Grand-Tek,"8F, No233-2, Bao-Ciao Road, Sin-Dian Dist,New Taipei CityTaipei County 23145, Taiwan, R.O.C",(02)2910-6546,wireless@grand-tek.com,http://www.grand-tek.com,王幸琪,總管理處處長,02-29177353,christina_wang@grand-tek.com,http://www.grand-tek.com
150,3689,湧德電子股份有限公司,湧德,電子零組件業,－,桃園市蘆竹區內溪路68巷13號2樓,27642463,陳伯榕,陳旻徹,吳昌璞,財務長,曾秀虹,03-3242000,94/03/18,101/10/18,新台幣 10.0000元,742418260,74241826,0,0,合併,每年,董事會,台新證券股務代理部,02-25048125,10489台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,虞成全,陳重成,UDE,"2F., No.13, Ln. 68, Neixi Rd., Luzhu Dist.,Taoyuan City 338, Taiwan",03-3246611,service@ude-corp.com,https://www.ude-corp.com,吳昌璞,財務長,03-324-2000#509,IR@ude-corp.com,https://www.ude-corp.com/tw/csr
151,3691,碩禾電子材料股份有限公司,碩禾,光電業,－,新竹縣湖口鄉工業一路3號1樓,80433079,陳繼明,黃文瑞,陳繼明,董事長,黃文瑞,03-5981886,92/07/11,99/11/18,新台幣 10.0000元,758834200,75883420,12686000,0,合併,每年,股東會,兆豐證券股份有限公司股務代理部,02-3393-0898,100台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,鍾鳴遠,黃裕峰,GIGASOLAR,"1 st F No3, Kung-Yeh 1 st Rd., Hsinchu Industrial Park,Hsinchu 303, Taiwan, R.O.C",03-5978258,IR@gigasolar.com.tw,www.gigasolar.com.tw,陳小姐,襄理,03-5981886,IR@gigasolar.com.tw,http://www.gigasolar.com.tw/
152,3693,營邦企業股份有限公司,營邦,電腦及週邊設備業,－,(338)桃園市蘆竹區大興路20巷19弄9號,96994977,梁順營,梁順營,錢靜怡,財務部經理,黃志雄,(03)313-8386,85/05/03,102/11/27,新台幣 10.0000元,384906940,38490694,0,0,合併,每年,股東會,元大證券股份有限公司,(02)2586-5859,台北市103承德路三段210號B1,勤業眾信會計師事務所,陳致源,李穗青,AIC,"No.9, Alley 19, Lane 20, Ta Hsing Rd. Luchu ShiangTaoyuan, Taiwan, R.O.C.",(03)313-8377,ir@aicipc.com.tw,www.aicipc.com,錢靜怡,財務部經理,(03)313-8386,ir@aicipc.com.tw,www.aicipc.com
153,3707,漢磊科技股份有限公司,漢磊,半導體業,－,新竹科學園區新竹縣寶山鄉創新一路18號,54389725,徐建華,劉燦文,范桂榮,副總經理,林婷苑,035779245,103/10/01,103/10/01,新台幣 10.0000元,3234067340,323406734,0,0,合併,每年,董事會,凱基證券股份有限公司,,北市重慶南路一段2號5樓,資誠聯合會計師事務所,謝智政,林玉寬,EPISIL,"No.18,Innovation Rode 1, Science Park, Hsin-Chu,Taiwan,R.O.C.",035776289,episil_mail@episil.com,http://www.episil.com,范桂榮,副總經理,035779245-1200,episil_mail@episil.com,http://www.episil.com
154,3709,鑫聯大投資控股股份有限公司,鑫聯大投控,電腦及週邊設備業,－,台北市南港區經貿二路189號22樓,51512503,黃偉祥,張文忠,曹鈞傑,財會管理處處長,陳碧靜,02-2316-2888,106/09/01,106/09/01,新台幣 10.0000元,1005694500,100569450,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-2703-5000,106台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,潘慧玲,鄧聖偉,Trigold,"22F., No. 189, Jingmao 2nd Rd., Nangang Dist.Taipei City 115, Taiwan (R.O.C.)",02-2653-3598,ir@trigoldholdings.com,www.TrigoldHoldings.com,曹鈞傑,財會管理處處長,02-2316-2888#85068,ir@trigoldholdings.com,www.TrigoldHoldings.com
155,3710,連展投資控股股份有限公司,連展投控,電子零組件業,－,新北市新店區寶興路45巷9弄2號3樓,51608205,林肇聰,陳鴻儀,陳志斌,副總,林權一,(02)2917-5598,106/12/29,106/12/29,新台幣 10.0000元,2120359720,212035972,0,0,合併,每年,股東會,統一綜合證券股份有限公司,(02)2746-3797,台北巿松山區東興路8號B1樓,資誠聯合會計師事務所,徐聖忠,林雅慧,ACON Holding,"231,3ST FL.,NO2.ALLEY9,LANE45 PAO-HSIN RD.,　HSIN-TIEN TAIPEI TAIWAN,R.O.C",02-29156703,info@acon-holding.com,www.acon-holding.com,陳志斌,副總,(02)2917-5598,info@acon-holding.com,www.acon-holding.com
156,3713,新晶投資控股股份有限公司,新晶投控,光電業,－,新竹縣竹北市復興二路193號3樓之一,83423700,資三德,資三德,劉財能,財務主管,廖筱菁,03-6581956,109/02/27,109/02/27,新台幣 10.0000元,780900000,78090000,5500000,0,合併,每年,股東會,富邦證券股份有限公司,02-23611300,台北市10047許昌街17號2樓,安侯建業聯合會計師事務所,林桓昇,陳蓓琪,HsinjingHolding,"3F.-1, No. 193, Fuxing 2nd Rd., Zhubei CityHsinchu County 302, Taiwan (R.O.C)",03-6580981,service@hsinjing-holding.com.tw,www.hsinjing-holding.com.tw,劉財能,財務主管,03-6581956,bruceliu@hsinjing-holding.com.tw,www.hsinjing-holding.com.tw
157,4542,科嶠工業股份有限公司,科嶠,電子零組件業,－,桃園市龜山區明興街308號,70730016,鄧全凱,吳明致,葉步章,副總經理,陳煥為,(03)359-1777,89/03/27,103/08/25,新台幣 10.0000元,282854000,28285400,0,0,合併,每年,股東會,富邦綜合證券股份有限公司,(02)2361-1300,台北市10047許昌街17號2樓(壽德大樓),資誠聯合會計師事務所,葉翠苗,林佳鴻,ANT,"No. 308, Mingxing St., Guishan Dist., Taoyuan City 333, TaiwanTaoyuan County, Taiwan",(03)350-1776,ant-ir@asianeotech.com,http://www.asianeotech.com.tw,葉步章,副總經理,(03)359-1777,ant-ir@asianeotech.com,http://www.asianeotech.com.tw
158,4554,橙的電子股份有限公司,橙的,其他電子業,－,台中市中部科學工業園區科雅路29號5樓,27601913,許欽堯,許欽堯,陳奕儒,財務及會計主管,張嘉純,04-2560-2766,94/01/20,105/08/05,新台幣 10.0000元,213749000,21374900,0,0,合併,每年,股東會,宏遠證券(股)公司股務代理部,(02)2326-8818,台北市信義路4段236號3樓,安永聯合會計師事務所,黃宇廷,黃子評,Orange,"5F, NO.29 Keya Rd. Central Taiwan Science ParkTaichung Taiwan",04-2560-2865,financial@orange-electronic.com,www.orange-electronic.com,陳奕儒,財務及會計主管,04-2560-2766,financial@orange-electronic.com,http://www.orange-electronic.com/tw/orange_investor_relations.html
159,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
160,4729,熒茂光學股份有限公司,熒茂,光電業,－,高雄市路竹區竹南里路科三路7號,27800048,方敏宗,林盈杉,謝富雅,總經理室特別助理,翁蔚菁,(07)6955699,94/05/26,98/02/24,新台幣 10.0000元,1022060000,102206000,20000000,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,10366台北市承德路三段210號地下一樓,安永聯合會計師事務所,陳政初,李芳文,MILDEX,"No.7,Luke 3rd Rd.,Luzhu Dist.,Kaohsiung City 82151, Taiwan (R.O.C.)",(07)6955799,sophia@mildex.com.tw,http://www.mildex.com.tw,謝富雅,總經理室特別助理,(07)6955699#7902,sophia@mildex.com.tw,http://www.mildex.com.tw
161,4760,勤凱科技股份有限公司,勤凱科技,其他電子業,－,高雄市大寮區大有3街32號,28732006,曾聰乙,曾聰乙,曾聰乙,董事長,莊淑媛,07-7873287,96/06/08,108/03/21,新台幣 10.0000元,323039940,32303994,0,0,個別,每年,董事會,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,陳國宗,楊博任,ample,"No.32,Dayou 3rd St,Daliao DistKaohsiung City 83163 ,Taiwan,R.O.C",07-7873290,ir@ampletec.com.tw,http://www.ampletec.com.tw/,莊淑媛,副董事長,07-7873287,ir@ampletec.com.tw,
162,4903,聯合光纖通信股份有限公司,聯光通,通信網路業,－,新竹市科學園區研新四路12號,21223267,段竹平,歐培育,陳文魁,財務行政副總經理,陳奮賢,03-5779211,73/06/15,90/05/14,新台幣 10.0000元,902793270,90279327,0,0,合併,每年,股東會,康和綜合證券股份有限公司,02-87871888,110台北市信義區基隆路一段176號B1,德昌聯合會計師事務所,李定益,陳裕勳,UFOC,"#12, Creation Road IV, Science-Based Industrial ParkHsinchu, Taiwan, R.O.C.",03-5779333,IR@ufoc.com.tw,www.ufoc.com.tw,陳文魁,財務行政副總經理,02-26570589,IR@ufoc.com.tw,http://www.ufoc.com.tw/tc/p7-contact4.php
163,4905,台聯電訊股份有限公司,台聯電,通信網路業,－,台北市內湖區瑞光路108號3樓,23882531,華盛國際投資股份有限公司,黃仲康,黃仲康,總經理,張北呂,02-26583000,79/08/03,90/12/07,新台幣 10.0000元,300290440,30029044,0,0,合併,每年,董事會,中國信託商業銀行代理部,02-6636-5566,台北市重慶南路一段83號5樓,安永聯合會計師事務所,林素雯,劉慧媛,TAINET,"3F., No.108, Ruiguang Rd., Neihu Dist.,Taipei City 114, Taiwan",02-8792-2226,jack.huang@tainet.net,www.tainet.com.tw,柯淑芬,主任,02-2658-3000,emma.ko@tainet.net,www.tainet.com.tw/stakeholders/
164,4908,前鼎光電股份有限公司,前鼎,通信網路業,－,新竹縣湖口鄉新竹工業區自強路三號,16634613,葉政彥,葉政彥,李昌祐,副總經理,石世杰,(03)5986799,87/07/20,91/02/27,新台幣 10.0000元,782169070,78216907,0,0,個別,每年,股東會,永豐金證券股份有限公司,(02)23816288,台北市博愛路十七號三樓,安侯建業聯合會計師事務所,陳玫燕,陳雅琳,APAC,"3 Tzu Chiang Road, Hsinchu Industrial Park, HukowHsin-Chu Hsien, Taiwan R.O.C.",(03)5973852,finance@apacoe.com.tw,www.apacoe.com.tw,石世杰,財務行政處處長,(03)5986799,finance@apacoe.com.tw,www.apacoe.com.tw
165,4909,新復興微波通訊股份有限公司,新復興,通信網路業,－,桃園市新屋區望間里10鄰十五間45號,45163295,張永輝,張永輝,廖毅樺,財務部襄理,賴允照,03-4722191,73/11/30,91/11/28,新台幣 10.0000元,933568640,93356864,0,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,張清福,鄭欽宗,NEE,"NO.45,15th Jian,Wangjian VillageSinwu Township,Taoyuan County327 R.O.C",03-4723759,lily@nee.com.tw,www.nee.com.tw,廖毅樺,財務部襄理,03-4722191#115,korn@nee.com.tw,www.nee.com.tw
166,4924,欣厚科技股份有限公司,欣厚-KY,電腦及週邊設備業,KY 開曼群島,台北市中山區長安東路一段16號7樓之2,53025260,劉鳳君,顧小美,劉景成,總經理-HPI,林文凱,02-2567-7111,98/10/16,100/10/18,新台幣 10.0000元,371644090,37164409,0,0,合併,每半會計年度,董事會,中國信託商業銀行代理部,02-6636-5566,台北市中正區重慶南路一段83號五樓,德昌聯合會計師事務所,陳裕勳,李定益,HTM,"Chang-An E. Rd. Sec.2 16#, 7th Floor-2Taipei City, Taiwan.",02-2567-7222,hsihou@hsihou.com,http://www.hsihou.com/,林文凱,財務長,02-2567-7111,leo_lin@hsihou.com,http://www.hsihou.com/
167,4931,新盛力科技股份有限公司,新盛力,電腦及週邊設備業,－,高雄市前鎮區西十五街一號,70848850,張中秋,張中秋,范貴鈞,副總經理,陳柏閎,(07)8411501,93/07/26,108/09/17,新台幣 10.0000元,636452610,63645261,0,0,合併,每年,董事會,台新證券股務代理部,(02)25048125,台北市中山區建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,王兆群,劉裕祥,STL,"No.1, West 15th Street, Qianzhen DistrictKaohsiung City 80681, Taiwan",(07)8414200,IR@stl-tech.com,www.stl-tech.com,范貴鈞,副總經理,(07)8411501,IR@stl-tech.com,http://www.stl-tech.com/stake.asp
168,4933,友輝光電股份有限公司,友輝,光電業,－,桃園市大溪區仁善里新光東路80號,80660088,吳東昇,吳昕杰,楊堯如,會計主管,李燕蘭,03-3074830,92/12/31,100/07/29,新台幣 10.0000元,799446750,79944675,0,0,合併,每年,董事會,新光證券股份有限公司,02-23118787,台北市重慶南路一段66之一號11樓,勤業眾信聯合會計師,陳文香,徐文亞,UBRIGHT,"No. 80, Xinguang E. Rd, Jen-Shan Li, Daxi Dist.,Taoyuan City, Taiwan, R.O.C.",03-3074769,yyr@ubright.com.tw,WWW.UBRIGHT.COM.TW,楊堯如,會計主管,03-3074830,yyr@ubright.com.tw,WWW.UBRIGHT.COM.TW
169,4939,亞洲電材股份有限公司,亞電,電子零組件業,－,新竹縣竹北市中華路676巷18號4樓,80494173,李建輝,李建輝,鄭宛鈺,財務部經理,王建朝,03-6569308,92/07/07,100/09/19,新台幣 10.0000元,982008680,98200868,0,0,合併,每年,股東會,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,安永聯合會計師事務所,陳國帥,洪茂益,AEM,"4F., No.18, Lane 676, Jhonghua Rd.,Jhubei City, Hsinchu County,Taiwan(R.O.C",03-6569270,monica.cheng@aemg.com.tw,http://www.aemg.com.tw/,鄭宛鈺,財務部經理,03-6569308,monica.cheng@aemg.com.tw,http://www.aemg.com.tw/big5/Investor.php
170,4944,兆遠科技股份有限公司,兆遠,光電業,－,新竹科學園區苗栗縣竹南鎮科北五路8號,12646223,姚宕梁,鄭松森,吳政穆,副執行長,張淑如,037-585058,89/11/02,100/05/31,新台幣 10.0000元,880892960,88089296,21976480,0,合併,每年,董事會,宏遠證券股份有限公司,02-23268818,台北市信義路四段236號3樓,安侯建業聯合會計師事務所,黃泳華,鄭安志,CRYSTALWISE,"No.8,Kebei 5th Rd., Hsinchu Science Park, Zhunan Township,Miaoli County,35053, Taiwan, R.O.C.",037-585177,crystalwise@crystalwise.com,http://www.crystalwise.com,吳政穆,副執行長,037-585058,crystalwise@crystalwise.com,http://www.crystalwise.com
171,4945,陞達科技股份有限公司,陞達科技,半導體業,－,台北市內湖區洲子街88號6樓,70576858,李坤蒼,鄭淳仁,鄭淳仁,總經理,許詩詮,02-8752-5880,89/06/29,109/11/20,新台幣 10.0000元,300566000,30056600,0,0,合併,每年,董事會,元大證券(股)公司 股務代理部,02-25865859,台北市大同區承德路三段210號地下一樓,勤業眾信聯合會計師事務所,邵志明,翁雅玲,Sentelic,"6F., No.88, Zhouzi St., Neihu District,Taipei City 11493, Taiwan",02-8752-6990,stock@sentelic.com,www.sentelic.com,黃立文,副理,02-8752-5880,finance@sentelic.com,http://www.sentelic.com/index.php/zh-tw/stakeholder
